,Caso,Peso_kg,Distancia_m,Vida_util_horas
0,Distancia corta - Peso alto,986.4595841989583,55.755876001664426,4961.84909017848
1,Distancia corta - Peso alto,921.3690750087305,104.95288823237355,5232.903103163702
2,Distancia corta - Peso alto,866.3062157534202,94.1530501373377,4667.366650603726
3,Distancia corta - Peso alto,883.5162238703057,138.77041827582997,4865.762088704984
4,Distancia corta - Peso alto,825.880018728337,85.09150125520787,4987.97980765267
5,Distancia corta - Peso alto,774.3192968503472,61.706701642760585,4997.287675687052
6,Distancia corta - Peso alto,806.7918035953785,64.29916820528359,4897.370635304579
7,Distancia corta - Peso alto,927.3538331393107,126.15106317174723,5109.650470467036
8,Distancia corta - Peso alto,704.3180465889268,111.8218063316261,4775.016568973994
9,Distancia corta - Peso alto,734.8217921520749,60.11226761227903,4960.020877972563
10,Distancia corta - Peso alto,713.8007926065259,58.41068061149974,5012.88482900839
11,Distancia corta - Peso alto,712.2186406956911,120.096913145912,5091.243711896148
12,Distancia corta - Peso alto,956.6381752033021,57.27630063641935,5127.515192584637
13,Distancia corta - Peso alto,911.0973578140071,132.18600592903562,4760.347633217784
14,Distancia corta - Peso alto,842.2521487261976,120.62422271564962,4679.578389840257
15,Distancia corta - Peso alto,729.3502481953004,58.13487806418998,5244.130031632259
16,Distancia corta - Peso alto,847.4847625350496,58.48377140851919,5053.282660786625
17,Distancia corta - Peso alto,842.0415312341697,148.66395785011753,4836.4827580573765
18,Distancia corta - Peso alto,751.9605609730046,87.42707957561203,5298.251570053304
19,Distancia corta - Peso alto,830.1554947713919,87.06421470668909,5009.986080719347
20,Distancia corta - Peso alto,819.5514203192121,131.27995672575025,5222.515925854171
21,Distancia corta - Peso alto,884.7550294156649,144.72485773838588,4999.074571978879
22,Distancia corta - Peso alto,890.5280952602932,148.6001063822871,5397.602862696434
23,Distancia corta - Peso alto,713.5912029316133,125.33781852589416,5339.36159789646
24,Distancia corta - Peso alto,812.3837843879413,87.62595855309158,4937.320405869942
25,Distancia corta - Peso alto,887.7579747142709,58.35007166986688,5180.531019996798
26,Distancia corta - Peso alto,850.9408775740263,127.71469159274368,5115.289359220677
27,Distancia corta - Peso alto,956.9469523564967,105.8404249735805,5258.525383821333
28,Distancia corta - Peso alto,897.6080894856835,92.42220092469762,4792.811808934296
29,Distancia corta - Peso alto,748.880328124429,140.6354385094736,5124.852003569746
30,Distancia corta - Peso alto,721.170624220129,61.11974823061513,5200.378380020771
31,Distancia corta - Peso alto,892.7257834618947,99.26251042908592,4634.067115880016
32,Distancia corta - Peso alto,707.9533931624866,51.135364476741906,4752.319913653594
33,Distancia corta - Peso alto,875.732674382039,96.86606419941262,4578.242645818655
34,Distancia corta - Peso alto,982.0690724274873,55.63032756818374,4930.9425544041305
35,Distancia corta - Peso alto,872.6422533627637,61.88179162680719,5129.923763025737
36,Distancia corta - Peso alto,816.4509778619565,61.752624677710486,5287.730624753854
37,Distancia corta - Peso alto,892.986465532706,114.92103021160635,5000.504790859271
38,Distancia corta - Peso alto,837.475867147455,124.60448792654233,5312.164135203635
39,Distancia corta - Peso alto,863.6850367947804,108.33687650971596,4710.1577377930225
40,Distancia corta - Peso alto,982.4394426329575,146.21725484745417,4643.417182450695
41,Distancia corta - Peso alto,815.8307913402323,87.4870579523704,4975.953101886955
42,Distancia corta - Peso alto,988.3571691471743,78.57120862818607,5061.359162581629
43,Distancia corta - Peso alto,971.6051925868192,136.85991281894604,4977.792093189827
44,Distancia corta - Peso alto,758.7373404367889,72.35958385194526,4574.551643214658
45,Distancia corta - Peso alto,720.8083902625497,146.32225394406112,4970.193288211952
46,Distancia corta - Peso alto,730.233400413228,51.21544746898164,4727.74287531308
47,Distancia corta - Peso alto,705.4665476954649,146.9878826707639,5122.176608489211
48,Distancia corta - Peso alto,728.3328882267786,54.31599119505761,5061.9601279664075
49,Distancia corta - Peso alto,904.902032024907,139.11431136980713,4797.337597763197
50,Distancia corta - Peso alto,721.3565945380687,102.77011090862999,4885.58410672732
51,Distancia corta - Peso alto,795.6926890881284,149.29647961193004,4775.0275334489925
